t,LeadStep,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,RowID
2019-02-15,1,0.002972476,0.0003748341,-0.00043934,-0.001257135,0.0041027802,-0.003640537,0.0048309993,0.0028678362,-0.002968043,0.0024695716,0.0004946188,31
2019-02-19,1,0.0028330929,0.0000835675,-0.000755181,-0.001935824,0.0050793846,-0.003499879,0.0052204955,0.0028554926,-0.002505725,0.0021720706,0.000843737,32
2019-02-20,1,0.0028434617,0.0002896118,-0.000976915,-0.002610433,0.0046460358,-0.003678598,0.0051370861,0.0028148896,-0.002470609,0.0029493176,0.0016354618,33
2019-02-21,1,0.0031799531,0.0000481018,-0.000541723,-0.001958182,0.0048499082,-0.004141244,0.0055897895,0.0022003658,-0.002466375,0.0019276843,0.0016668222,34
2019-02-22,1,0.0032152327,0.0003851783,-0.000543665,-0.001814089,0.0046906338,-0.003993989,0.0050783668,0.0023877863,-0.002761386,0.0025034256,0.0011024079,35
2019-02-25,1,0.0033861104,0.0002556049,-0.000596649,-0.001772418,0.00496694,-0.004035421,0.0052668721,0.0026799126,-0.002755182,0.0027674594,0.000352751,36
2019-02-26,1,0.0032006465,0.000237857,-0.000511369,-0.002158682,0.0048656829,-0.004422393,0.0054798807,0.0022392516,-0.002437084,0.0028868812,0.0006268762,37
2019-02-27,1,0.0034394069,0.0002198762,-0.000086329,-0.002090397,0.0049486704,-0.004316884,0.00572903,0.0023022354,-0.002157637,0.0025359234,0.0010334096,38
2019-02-28,1,0.0036393418,0.0002703519,-0.000396308,-0.002157848,0.0044133564,-0.003758436,0.005728464,0.0021481278,-0.002233079,0.0027528064,0.0011063426,39
2019-03-01,1,0.0039666264,0.000177335,-0.000270306,-0.002188824,0.0040329248,-0.003840327,0.0060068367,0.0022002979,-0.001781338,0.0029902679,0.0010309928,40
2019-03-04,1,0.0039716386,0.0001052886,-0.000305961,-0.002198226,0.0039836402,-0.003783843,0.0061992875,0.0024022167,-0.001919486,0.0023222196,0.0009869084,41
2019-03-05,1,0.0039475355,0.000109608,4.1461221E-6,-0.002480945,0.0041054313,-0.004047483,0.0061600177,0.0024101197,-0.002394594,0.0030288949,0.0012019428,42
2019-03-06,1,0.0039990073,0.0003935299,-0.000059189,-0.002220189,0.0040393526,-0.004100714,0.0057497041,0.0018930052,-0.001874347,0.0036601174,0.0012044708,43
2019-03-07,1,0.0040643908,0.0001840211,0.0001932529,-0.001962269,0.0038813629,-0.003946493,0.0061609197,0.0018714534,-0.001849646,0.0039193581,0.0011596626,44
2019-03-08,1,0.0041093847,0.0003284715,0.0002661835,-0.002170794,0.0037440317,-0.003778556,0.0063103916,0.0018456675,-0.001552812,0.0042528854,0.0013710598,45
2019-03-11,1,0.0041568142,0.0002806787,0.0002856546,-0.002133341,0.0035441602,-0.004042357,0.006436481,0.0020199415,-0.001635275,0.0040953546,0.0015522146,46
2019-03-12,1,0.0043888472,0.000222517,0.0001895173,-0.002096032,0.0036608429,-0.00379234,0.006344844,0.0021246875,-0.001845805,0.0041710018,0.0013245315,47
2019-03-13,1,0.004659292,0.0001650135,0.0002074068,-0.002082599,0.0037419713,-0.00392635,0.0064062023,0.0021935898,-0.001795669,0.0038991566,0.0012822731,48
2019-03-14,1,0.0046392485,0.0000346324,0.0002331253,-0.001980355,0.0035972032,-0.003999452,0.0062675557,0.0019977376,-0.001514991,0.0041348783,0.0013552162,49
2019-03-15,1,0.0047170113,-0.00007921,0.000451622,-0.002135199,0.0038248093,-0.00381316,0.0062629267,0.001857915,-0.001900207,0.0042242893,0.0013352787,50
2019-03-18,1,0.0047637354,-0.000123188,0.0003763333,-0.002353287,0.0036428659,-0.004069301,0.0066151013,0.0017776979,-0.001877306,0.0043425121,0.0016026305,51
2019-03-19,1,0.0047852063,-0.000031225,0.0005006662,-0.00229347,0.0034095516,-0.003963199,0.0062873417,0.0020530295,-0.001641305,0.0044088333,0.0017424019,52
2019-03-20,1,0.0045983608,0.0001301863,0.0006034608,-0.002579131,0.003243146,-0.004165268,0.0062107597,0.0018762501,-0.001704225,0.004448883,0.0016041102,53
2019-03-21,1,0.0047479112,0.000280044,0.0005177614,-0.00271768,0.0032261131,-0.00409137,0.0065404217,0.0018473922,-0.001553809,0.0048418725,0.0017586807,54
2019-03-22,1,0.004793148,0.0003339275,0.0005200135,-0.002784744,0.0032711502,-0.004118001,0.0068967698,0.0014303495,-0.001452959,0.0046473085,0.0013030006,55
2019-03-25,1,0.0047816007,0.0003591897,0.0005115448,-0.002787372,0.0033301641,-0.003968382,0.0071965909,0.0013692821,-0.001114166,0.0047331541,0.0015515323,56
2019-03-26,1,0.0047433209,0.0002302491,0.0007289249,-0.002669463,0.0033363447,-0.004356746,0.0072024918,0.001466268,-0.001141483,0.0047809215,0.0014802332,57
2019-03-27,1,0.0048240034,0.0002719516,0.0006041575,-0.00245037,0.003394916,-0.003865847,0.007099043,0.0014226475,-0.001118218,0.0052289419,0.0015887197,58
2019-03-28,1,0.0048475264,0.0002993396,0.0006143365,-0.002310062,0.0031948174,-0.003955775,0.0072019778,0.001377711,-0.00118489,0.0050694306,0.0014639508,59
2019-03-29,1,0.0048903353,0.0002963317,0.0004693014,-0.00209634,0.003163,-0.003854505,0.0072749891,0.0013438422,-0.001097403,0.0052291772,0.0014852362,60
2019-04-01,1,0.0048712835,0.0002644238,0.0005851072,-0.002079193,0.0029982458,-0.003847277,0.0071929622,0.001307334,-0.001110672,0.0052966139,0.0014984108,61
2019-04-02,1,0.0048149689,0.0004739878,0.0005684712,-0.002166474,0.003276771,-0.003767909,0.0073646759,0.0014000283,-0.000998472,0.005070208,0.0015078076,62
2019-04-03,1,0.0048552123,0.000487877,0.000496586,-0.002248987,0.0031056857,-0.003812531,0.0074037574,0.0012113514,-0.000956977,0.0055565453,0.0014605678,63
2019-04-04,1,0.0050355161,0.0003110932,0.0007378992,-0.00204006,0.0031390089,-0.003711579,0.0074348296,0.0013947765,-0.001029807,0.0052208975,0.0020206132,64
2019-04-05,1,0.0050987821,0.0002318597,0.0007766566,-0.002269351,0.0030043049,-0.003920373,0.0072867143,0.001260365,-0.00089708,0.0052496865,0.0014686911,65
2019-04-08,1,0.0051291559,0.0002876752,0.000770015,-0.002420993,0.0029479411,-0.00394748,0.0074920599,0.0013411257,-0.000709834,0.005459331,0.0016837505,66
2019-04-09,1,0.0052354383,0.0002956905,0.000945631,-0.0024226,0.0028994265,-0.003921836,0.0071898486,0.0012129576,-0.000795482,0.0055287514,0.0018406867,67
2019-04-10,1,0.0052734776,0.0002137781,0.0010640146,-0.002438888,0.0030446841,-0.003969828,0.0075322039,0.0014847326,-0.000904724,0.0056788134,0.0017757212,68
2019-04-11,1,0.0053153704,0.0001725722,0.0011120703,-0.002492054,0.0030294316,-0.00374816,0.0076297871,0.0011532876,-0.001113454,0.005839641,0.0020677003,69
2019-04-12,1,0.0053928889,0.0002749337,0.0009351262,-0.00229353,0.0028242811,-0.003976344,0.0076826727,0.0010969551,-0.000816699,0.0057088135,0.0021861084,70
2019-04-15,1,0.0054150958,0.0002453762,0.0009282436,-0.002190673,0.00288675,-0.004022896,0.0077973764,0.0012748043,-0.000598832,0.0054996721,0.0024230314,71
2019-04-16,1,0.0053603111,0.0002487643,0.0007663604,-0.002154164,0.0029032351,-0.003889781,0.0077291539,0.0011956326,-0.000606091,0.0055713185,0.0022532536,72
2019-04-17,1,0.005437795,0.000286558,0.0009263157,-0.002238564,0.0028842388,-0.003917341,0.0079565652,0.0010686984,-0.000565532,0.0057988248,0.002324152,73
2019-04-18,1,0.0053158059,0.0004301103,0.0009900922,-0.002358878,0.0028290319,-0.003928571,0.0078173837,0.0010841137,-0.000531334,0.0059073395,0.0021085806,74
2019-04-22,1,0.0052102467,0.0003424624,0.0011603604,-0.002259073,0.0029528014,-0.003806858,0.0079622648,0.0009687942,-0.000383466,0.0060873323,0.0022151422,75
2019-04-23,1,0.0052533143,0.0003489228,0.0011942129,-0.002330464,0.0028917774,-0.003831792,0.0082239998,0.0010307701,-0.00049786,0.0060707102,0.0023518497,76
2019-04-24,1,0.005267079,0.0003454016,0.0013224701,-0.002298559,0.0028098419,-0.00401303,0.0084884575,0.0011130141,-0.000367809,0.0062800733,0.0023893556,77
2019-04-25,1,0.0052961586,0.0003591723,0.0012682156,-0.002489043,0.0029722648,-0.004156264,0.0082916122,0.0010358224,-0.000415467,0.0061768855,0.002143124,78
2019-04-26,1,0.0053202045,0.0002607239,0.0013148912,-0.002472424,0.0028874617,-0.004370685,0.008238725,0.0011636366,-0.000387966,0.0064991215,0.0023143279,79
2019-04-29,1,0.005532567,0.0002781558,0.0013770999,-0.002563278,0.0027115256,-0.00437053,0.0080635923,0.0011673244,-0.000351157,0.0064217447,0.0024312998,80
2019-04-30,1,0.0055907058,0.0003108416,0.0013068012,-0.002526823,0.0028911333,-0.004336211,0.0080741878,0.0011248775,-0.00021031,0.0066594111,0.0022917038,81
2019-05-01,1,0.0056118372,0.0003138431,0.0013725466,-0.002761051,0.0026559904,-0.004422282,0.0081824314,0.0010555095,-0.000073555,0.0064630215,0.0025724825,82
2019-05-02,1,0.0056493821,0.0002611652,0.0013841901,-0.002815429,0.0027597125,-0.004362813,0.0082813466,0.0008856738,-0.00015752,0.0064469255,0.0023912412,83
2019-05-03,1,0.0056501121,0.0002808035,0.001339085,-0.002801654,0.0028176326,-0.004306506,0.0082590579,0.0010242153,-0.000224867,0.0064697396,0.0024590542,84
2019-05-06,1,0.0056933662,0.0003220528,0.001437508,-0.002776755,0.002876613,-0.004197756,0.0082493693,0.0009983401,-0.000273005,0.0065629059,0.0026833136,85
2019-05-07,1,0.005723299,0.0002994025,0.0014690789,-0.002817405,0.0027955686,-0.004242492,0.0080198093,0.0008355496,0.0000193836,0.0066525537,0.0024667638,86
2019-05-08,1,0.005709503,0.0002897432,0.0014051083,-0.002929045,0.0025466424,-0.004321841,0.0079291702,0.0007157959,-0.00005701,0.006799713,0.0023290935,87
2019-05-09,1,0.0057431329,0.0003047675,0.0014332289,-0.003005456,0.0025265324,-0.004398518,0.0080497522,0.0007971707,0.0002023312,0.0067468344,0.0023967556,88
2019-05-10,1,0.0057752056,0.0002486604,0.0013517702,-0.00292167,0.002482841,-0.004499762,0.0079069459,0.0007925518,0.0000444321,0.0066438717,0.0023856347,89
2019-05-13,1,0.0058330482,0.0002580215,0.0013360533,-0.003056395,0.0024255593,-0.004308555,0.0080765535,0.0007760292,-0.000170568,0.0067954763,0.002572987,90
2019-05-14,1,0.0057631329,0.0001787604,0.0012902972,-0.003003446,0.0023628081,-0.00462577,0.0077153321,0.0008491723,0.0001269867,0.0068305011,0.0023527237,91
2019-05-15,1,0.0058094712,0.0002382566,0.0013986673,-0.003038852,0.0025064782,-0.004508979,0.0078209882,0.0005653058,-0.000020232,0.0068920897,0.0026643001,92
2019-05-16,1,0.0058843455,0.0002526396,0.0014540331,-0.002944036,0.0025365428,-0.004475951,0.0079011436,0.0007615019,0.0000438536,0.0069641781,0.002601186,93
2019-05-17,1,0.0059415305,0.0002668115,0.0014497841,-0.002923877,0.0025060282,-0.004601598,0.0080462687,0.0007376724,0.0001612012,0.0069678937,0.0024372277,94
2019-05-20,1,0.005993725,0.0002883643,0.0014132596,-0.002938307,0.0024577497,-0.004795546,0.0078496513,0.0007076498,0.0002640518,0.0071042546,0.0026530299,95
2019-05-21,1,0.0060125494,0.0002524114,0.0014543804,-0.002982405,0.0024575086,-0.005033802,0.0075776316,0.0005234619,0.0002579342,0.0071860921,0.0026523333,96
2019-05-22,1,0.0060613012,0.0002689887,0.001521684,-0.002956429,0.0024722568,-0.005083654,0.0078891997,0.0005647262,0.000371566,0.0073558242,0.0024785848,97
2019-05-23,1,0.0060874476,0.0002385209,0.0015227319,-0.002933364,0.0023764391,-0.005084145,0.0079560108,0.0004161696,0.0003623977,0.0073999365,0.0026863163,98
2019-05-24,1,0.0061402931,0.0001538012,0.0014960469,-0.002974105,0.0022467068,-0.004950145,0.0076781141,0.000404571,0.0002853614,0.007435912,0.002758696,99
2019-05-28,1,0.006179221,0.0001570941,0.0015219439,-0.002941551,0.0023221392,-0.005156937,0.0076145587,0.0004669026,0.0002918558,0.0075285741,0.0027282959,100
2019-05-29,1,0.0061965948,0.0001599378,0.0015437224,-0.002945327,0.0023212231,-0.005169151,0.0074543315,0.0005924162,0.0004686913,0.0073034616,0.0026433375,101
2019-05-30,1,0.0062556417,0.0001605259,0.0015775934,-0.002899068,0.0022953761,-0.005101137,0.0073106658,0.0006784477,0.0003957636,0.0074348624,0.0025662614,102
2019-05-31,1,0.0062960216,0.000173175,0.0016155621,-0.002906667,0.0023884221,-0.005100748,0.0073575162,0.0006242577,0.0004625091,0.0073311156,0.0026056671,103
2019-06-03,1,0.0063087941,0.000160276,0.0016950979,-0.002907536,0.0023442913,-0.005304719,0.0069657018,0.0004964864,0.0004368408,0.0074239717,0.0025938021,104
2019-06-04,1,0.0063325676,0.0001549579,0.0016209472,-0.002978926,0.0022488969,-0.005426435,0.006955226,0.0004918987,0.0005647398,0.0072791677,0.0025157393,105
2019-06-05,1,0.0063997561,0.000202831,0.0017737117,-0.003195826,0.0022111501,-0.004771461,0.0076709705,0.0004639591,0.0003715442,0.0073652721,0.0026586022,106
2019-06-06,1,0.0064452717,0.0002352116,0.0018571827,-0.003284817,0.0022897982,-0.004799861,0.007578997,0.000415398,0.0005351775,0.0074660312,0.0027231002,107
2019-06-07,1,0.0064832931,0.00027078,0.0019514725,-0.003236953,0.0023365826,-0.004520571,0.0078708236,0.0003836124,0.0004632307,0.0075054868,0.0027008394,108
2019-06-10,1,0.0065268317,0.0003126246,0.0020028414,-0.003176325,0.0023996659,-0.004442198,0.0080529744,0.0003125571,0.0005065233,0.0075742001,0.0029400398,109
2019-06-11,1,0.0065638132,0.0003391171,0.0020451811,-0.003163708,0.0024705579,-0.004284046,0.0083599278,0.0003911253,0.0005518005,0.0076488287,0.0028732381,110
2019-06-12,1,0.0065911232,0.0003640887,0.0020516351,-0.003186084,0.0024109541,-0.004200465,0.0086028685,0.0003548894,0.000536848,0.0076508166,0.0028360155,111
2019-06-13,1,0.0066139111,0.0003667579,0.0020311421,-0.003156832,0.0023826095,-0.004377144,0.0082137592,0.000315247,0.0005693414,0.0075696238,0.0027816962,112
2019-06-14,1,0.0066494364,0.0003741011,0.0020739319,-0.003148106,0.0023753388,-0.004277658,0.0084454945,0.0002657613,0.0005547295,0.0076178943,0.0028125645,113
2019-06-17,1,0.0066722162,0.000370251,0.0021052163,-0.003173538,0.0023367926,-0.004217828,0.0080435823,0.0002250153,0.0006521083,0.0077301405,0.0027533422,114
2019-06-18,1,0.0067030264,0.0004214545,0.0021588797,-0.00315217,0.0023852289,-0.003924332,0.0081061756,0.0003456607,0.0006856519,0.0077002478,0.0028036178,115
2019-06-19,1,0.006751188,0.0004645566,0.0022240099,-0.003131005,0.0023880446,-0.004024024,0.0089048578,0.000353872,0.0006623691,0.0076330364,0.0029169918,116
2019-06-20,1,0.0067910462,0.0004323344,0.0022318708,-0.003155807,0.0023529729,-0.003983604,0.0090964779,0.0003245264,0.0006452258,0.0077773673,0.0029552607,117
2019-06-21,1,0.006837679,0.0004522063,0.0022851108,-0.003151065,0.0022967411,-0.004126083,0.0092220693,0.0002738612,0.0007390897,0.0077390517,0.0030019863,118
2019-06-24,1,0.0068459647,0.0004535572,0.0023024299,-0.003142686,0.0022721897,-0.004093468,0.0089243009,0.0001175125,0.0006711925,0.0078421989,0.0029497657,119
2019-06-25,1,0.0068617454,0.0004718287,0.0023592809,-0.003162228,0.0023149472,-0.004059537,0.0090409307,0.0002021079,0.0006870939,0.0077846969,0.0029494152,120
2019-06-26,1,0.0068562691,0.0004519466,0.0022449225,-0.00320631,0.002260981,-0.004194573,0.0089187523,0.0002978547,0.0007592627,0.0077632606,0.0029735348,121
2019-06-27,1,0.0068799121,0.0004949429,0.0022760699,-0.003222001,0.0023048514,-0.004215412,0.0096931414,0.0002147111,0.0008370071,0.0075986545,0.0029518652,122
2019-06-28,1,0.0069114026,0.0005002697,0.0022853675,-0.003246461,0.0022913698,-0.00411789,0.0100276874,0.0002604269,0.0008635699,0.0076327478,0.00298178,123
2019-07-01,1,0.0069459544,0.0004898785,0.002294089,-0.00324416,0.0022854839,-0.004157356,0.0101735134,0.0001798045,0.0008558204,0.0075339107,0.0029810781,124
2019-07-02,1,0.0070000032,0.0005336117,0.002389123,-0.003284726,0.0024180917,-0.004168476,0.0104475579,0.0002034026,0.0008928472,0.0075504601,0.0030161812,125
2019-07-03,1,0.0070299415,0.0005498813,0.0024323258,-0.003274552,0.0023525393,-0.004205734,0.0098761729,0.0002301031,0.0010073506,0.0075728379,0.0031134814,126
2019-07-05,1,0.007073405,0.0005703393,0.0024747399,-0.003267145,0.0023719774,-0.003915194,0.0098427844,0.0002779692,0.0011190196,0.0075740422,0.0031369809,127
2019-07-08,1,0.0070915826,0.0005742019,0.002473441,-0.003260644,0.0023784559,-0.003948554,0.009445681,0.0002557313,0.0011229239,0.00764259,0.0031419982,128
2019-07-09,1,0.0070911417,0.0005395432,0.002482598,-0.00328739,0.0024249559,-0.003970583,0.0091138104,0.000250616,0.0011267084,0.0076451165,0.0031361808,129
2019-07-10,1,0.0071162023,0.0005564796,0.0024732972,-0.003220131,0.0025549607,-0.00401252,0.0092086284,0.0001426839,0.0010887978,0.0075461717,0.0031983473,130
2019-07-11,1,0.0071507572,0.0005804826,0.0025310383,-0.003155984,0.0026107815,-0.003708046,0.0094778077,0.0001065638,0.0011650305,0.0076121239,0.003168905,131
2019-07-12,1,0.0071706981,0.0005687155,0.0025707008,-0.003139056,0.0025736809,-0.003756441,0.0102403329,0.0000160173,0.0011281047,0.0079825817,0.0031665837,132
2019-07-15,1,0.0072037694,0.0005887295,0.0026145614,-0.003128601,0.0026092521,-0.003543894,0.0103699375,-0.000045965,0.0011191248,0.0081184916,0.0031361803,133
2019-07-16,1,0.0072251988,0.0006123621,0.0026242493,-0.003129262,0.0026139061,-0.003271997,0.010209894,0.0000962004,0.0011277112,0.0080918542,0.0030412311,134
2019-07-17,1,0.0072327617,0.0006101444,0.0025643999,-0.003133064,0.0025806169,-0.003309578,0.010179823,0.0000686851,0.0011489628,0.0080321159,0.0030110019,135
2019-07-18,1,0.0072277144,0.0006033282,0.0025427822,-0.003150337,0.0024835401,-0.00320702,0.010459329,5.059814E-6,0.0011434012,0.0080720974,0.0030674627,136
2019-07-19,1,0.0072578466,0.0006311883,0.0025636794,-0.003114382,0.0024439873,-0.003437432,0.0104805658,-0.000095661,0.0010899324,0.0078348305,0.0031310848,137
2019-07-22,1,0.0072529867,0.0005870961,0.0025876774,-0.003112705,0.0023894998,-0.003311626,0.0101920474,-0.000116429,0.0011026449,0.0076777879,0.0030594795,138
2019-07-23,1,0.007287539,0.0006556773,0.0026417546,-0.003134232,0.0024894983,-0.00342628,0.0104945655,-0.000019749,0.0011772357,0.0076088648,0.0030655252,139
2019-07-24,1,0.0073269536,0.0006764039,0.0026848513,-0.003128862,0.0025115279,-0.003274955,0.0110482242,-0.00004353,0.0011740731,0.0075766123,0.0030965354,140
2019-07-25,1,0.0073445738,0.0006767597,0.0027592601,-0.003132466,0.0024903597,-0.003142686,0.0113919323,-0.00017104,0.0011755849,0.007366615,0.003149524,141
2019-07-26,1,0.0073405937,0.0006632094,0.0027433082,-0.003148128,0.0023868303,-0.004371336,0.0105300975,-0.000159693,0.001295218,0.007227186,0.003219835,142
2019-07-29,1,0.0073779109,0.0006747005,0.0027984438,-0.002999624,0.0022959268,-0.004414521,0.0106791227,-0.000173021,0.0013212015,0.0073879046,0.0032142353,143
2019-07-30,1,0.0073884272,0.0006982364,0.0027887624,-0.003012621,0.0021782589,-0.004044015,0.0105135876,-0.000193529,0.0013335068,0.007384693,0.0031874047,144
2019-07-31,1,0.0073938831,0.000690334,0.0027650417,-0.003041487,0.0021296671,-0.003794805,0.0105784863,-0.000206011,0.0013247292,0.0074194342,0.0031947112,145
2019-08-01,1,0.0073811922,0.000740599,0.0025907429,-0.00306176,0.002012859,-0.003846933,0.0096090062,-0.000260832,0.0012833142,0.0070626071,0.0031835488,146
2019-08-02,1,0.0073536934,0.0006909919,0.0026814608,-0.003078375,0.0019757339,-0.004108573,0.0090326619,-0.000292887,0.0012548264,0.0070564813,0.0031945194,147
2019-08-05,1,0.0073305212,0.0006420469,0.0026349789,-0.003109191,0.0018694856,-0.004113544,0.0084138702,-0.000252231,0.0012895019,0.0070464736,0.0032062866,148
2019-08-06,1,0.0071707149,0.0005088713,0.0024295398,-0.003186506,0.0016944483,-0.004253628,0.0069872457,-0.000278528,0.0012711883,0.0069101163,0.0031904289,149
2019-08-07,1,0.0072350362,0.0005567677,0.0025666099,-0.00316584,0.0018200279,-0.004122388,0.0071793886,-0.000271313,0.0013438167,0.0070032902,0.0031953753,150
2019-08-08,1,0.007253997,0.0005855357,0.0026036396,-0.003163653,0.00183705,-0.00404039,0.0073663789,-0.000280262,0.0013873523,0.0068765991,0.0032042635,151
2019-08-09,1,0.0073357552,0.0006411269,0.0028005145,-0.003122642,0.001990456,-0.003771641,0.0081387884,-0.000291945,0.0014432996,0.0068754088,0.0032344698,152
2019-08-12,1,0.0073158833,0.0006135466,0.0027462927,-0.003156945,0.0019239031,-0.003986337,0.007385893,-0.000334721,0.0014269211,0.0068685616,0.0032043839,153
2019-08-13,1,0.007286766,0.0006120999,0.0026709968,-0.003230971,0.0018059494,-0.004250737,0.0068732549,-0.000278111,0.0014665568,0.0065619211,0.0032072664,154
2019-08-14,1,0.0073508804,0.0007181578,0.0028300357,-0.003198415,0.0020116598,-0.003842288,0.007779194,-0.000250207,0.0015138273,0.006810863,0.0032843247,155
2019-08-15,1,0.0072031725,0.0006401309,0.0025992312,-0.00323455,0.0017627724,-0.004401714,0.006862519,-0.000188595,0.0014705812,0.006522684,0.0032527417,156
2019-08-16,1,0.0072241938,0.0006297074,0.0025872624,-0.003230517,0.0018093275,-0.004622454,0.0066138273,-0.000206597,0.0014701801,0.0065309055,0.0032957258,157
2019-08-19,1,0.0072916871,0.0006932515,0.0027345042,-0.003219361,0.0019186584,-0.004373645,0.0087208053,-0.000211137,0.0014811695,0.006526387,0.0033228321,158
2019-08-20,1,0.0073505247,0.0007447953,0.0028691989,-0.003186844,0.0020398042,-0.003936858,0.0106840651,-0.000242944,0.0014964979,0.0064258593,0.0033306488,159
